business_name,address,inspection_date,years_alive,latitude,longitude
JAMBA JUICE,1322 S HALSTED ST ,10/21/2015,0,41.86481081595784,-87.64699485941387
JAMBA JUICE COMPANY,1322 S HALSTED ST ,09/30/2014,1,41.86481081595784,-87.64699485941387
MORGAN'S BAR AND GRILL,1325 S HALSTED ST ,10/30/2013,1,41.864755663393886,-87.64669917908262
THE WALLACE INSTITUTE INC,1325 S STATE ST ,08/22/2012,0,41.86500783111907,-87.62722405946377
CARIBOU COFFEE COMPANY INC.,1328 S HALSTED ST ,09/12/2014,0,41.864750024522216,-87.64699276962497
HALSTED STREET DELI & BAGEL,133 N WELLS ST ,09/30/2014,3,41.884067381267,-87.63373557888184
QUIZNOS,1332 S HALSTED ST ,09/01/2016,0,41.864614072081494,-87.64698870884922
"MONTESSORI ACADEMY OF CHICAGO I, LLC",1335 W RANDOLPH ST ,03/24/2010,2,41.88408323487089,-87.66026975842354
SCAFURI BAKERY,1337 W TAYLOR ST ,08/12/2014,0,41.869243925932324,-87.66072004882703
MISTA PIZZA,134 N LA SALLE ST ,08/22/2011,2,41.88411126733353,-87.63257638523856
LAVAZZA,134 N LA SALLE ST ,10/04/2010,1,41.88411126733353,-87.63257638523856
DOMINICK'S #147/1147,1340 S CANAL ST ,02/24/2014,0,41.86452119374353,-87.63930409963562
SUNRISE MARKET,1340 W MADISON ST ,08/15/2011,1,41.8816593852002,-87.66123088985559
SODEXO AMERICA,135 S LA SALLE ST ,08/05/2015,1,41.88007990497847,-87.63216418853727
A & B TABACCO,135 S LA SALLE ST ,06/23/2011,3,41.88007990497847,-87.63216418853727
ABN AMRO SVCS - MAIN BANK,135 S LA SALLE ST ,06/23/2011,0,41.88007990497847,-87.63216418853727
SAWTOOTH RESTAURANT AND LOUNGE,1350 W RANDOLPH ST ,10/22/2014,1,41.884295957878926,-87.66077034614929
COUNTY BARBEQUE,1352 W TAYLOR ST ,02/09/2016,1,41.86945393993995,-87.6613382920454
ALAIN'S RESTAURANT,1355 S MICHIGAN AVE ,07/24/2012,1,41.864248796634286,-87.62393362748476
312 Chicago,136 N LA SALLE ST ,08/22/2011,2,41.88415863562357,-87.63257719833739
LA LUCE,1393 W LAKE ST ,06/12/2015,1,41.88530742371421,-87.66233714825695
BROWN CAFE CHICAGO,1400 S JEFFERSON ST ,07/02/2014,0,41.86350135244771,-87.64220950077579
"QuiteFrankly,Ltd.",1400 S JEFFERSON ST ,07/06/2010,4,41.86350135244771,-87.64220950077579
MCDONALDS #7463,1400 S LAKE SHORE DR ,09/17/2013,1,41.864035639813686,-87.61929706919213
WAFFLES,1400 S MICHIGAN AVE ,05/19/2016,0,41.86400154354981,-87.62422572913971
THE CHICAGO FIREHOUSE REST.,1401 S MICHIGAN AVE ,05/03/2012,3,41.8640025957384,-87.62393204930055
LASALLE NEWS INC,141 W JACKSON BLVD ,04/04/2011,0,41.87802565526084,-87.63206228626694
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/23/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/19/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/19/2013,0,41.862628294037634,-87.61503109411329
SPORT SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/19/2013,0,41.862628294037634,-87.61503109411329
SPORT SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/19/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,09/19/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,06/18/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/15/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/15/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/15/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/15/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/15/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTS SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTS SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/14/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/13/2013,0,41.862628294037634,-87.61503109411329
SPORTS SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/13/2013,0,41.862628294037634,-87.61503109411329
SPORTS SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,11/13/2013,0,41.862628294037634,-87.61503109411329
SPORT SERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,07/03/2013,0,41.862628294037634,-87.61503109411329
SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR ,10/22/2012,1,41.862628294037634,-87.61503109411329
The Tasting Room,1415 W RANDOLPH ST ,08/12/2014,0,41.88404872515133,-87.66305613344618
THE TASTING ROOM,1415 W RANDOLPH ST ,08/12/2014,0,41.88404872515133,-87.66305613344618
RANDOLPH WINE CELLARS,1415 W RANDOLPH ST ,12/02/2014,0,41.88404872515133,-87.66305613344618
KAISER TIGER,1415 W RANDOLPH ST ,12/02/2014,0,41.88404872515133,-87.66305613344618
CITY TAVERN OF CHICAGO,1416-1418 S MICHIGAN AVE ,03/21/2013,1,41.8635775226249,-87.62421511881874
"DISCOVERY DAYS LEARNING ACADEMY, INCORPORATED",1417 W TAYLOR ST ,06/05/2014,1,41.86921924674557,-87.66233540745442
TAYLOR TOTS CHILD DEVELOPMENT,1417 W TAYLOR ST ,02/27/2012,0,41.86921924674557,-87.66233540745442
TAYLOR TOTS CHILD DEVELOPMENT,1417 W TAYLOR ST ,02/08/2011,1,41.86921924674557,-87.66233540745442
LEONA'S PIZZERIA,1419 W TAYLOR ST ,03/22/2016,0,41.86921805389261,-87.66241481509878
LEONA'S PIZZERIA,1419 W TAYLOR ST ,09/18/2014,0,41.86921805389261,-87.66241481509878
BASCULE WINE BAR & AMERICAN BISTRO,1421 W TAYLOR ,08/07/2015,1,41.86921677973378,-87.66249389074505
URBAN UNION,1421 W TAYLOR ,12/01/2011,3,41.86921677973378,-87.66249389074505
KIMURA SUSHI,1422 W Taylor ST ,12/05/2017,0,41.86943380987853,-87.66264704407905
LITO'S EMPANADAS II LLC,1437 W TAYLOR ST ,05/08/2014,0,41.86920557896201,-87.66316444738325
VINTAGE LOUNGE,1447-1449 W TAYLOR ST ,06/18/2014,0,41.869198989000274,-87.66354973833046
KINDERCARE LEARNING CENTER,1463 S STATE ST ,08/31/2010,5,41.86232200622226,-87.62715554221298
LAI  LAI,15 W JACKSON BLVD ,10/19/2010,3,41.87806824703485,-87.62825223677616
SIMPLY FRESH CAFE & JUICE BAR,150 N MICHIGAN AVE ,12/09/2014,2,41.88453096378336,-87.62460204460079
BENNIGAN'S #1426,150 S MICHIGAN AVE ,12/10/2013,0,41.8796169609207,-87.62449995701893
TRI STAR CATERING,150 S WACKER DR ,05/29/2012,4,41.879410845774395,-87.63710395748413
"PURVI, INC",150 S WACKER DR ,08/04/2010,2,41.879410845774395,-87.63710395748413
PEPPERINO PIZZERIA,1501 W MADISON ST ,12/06/2016,0,41.88137665387491,-87.66449648697821
PEPPERINO PIZZERIA,1501 W MADISON ST ,09/15/2014,2,41.88137665387491,-87.66449648697821
SUBWAY,1501 W MADISON ST ,08/01/2012,1,41.88137665387491,-87.66449648697821
SUBWAY,1501 W MADISON ST ,10/14/2010,2,41.88137665387491,-87.66449648697821
GOLDEN THAI CUISINE RICE & NOODLES,1509 W TAYLOR ST ,06/30/2015,0,41.86918475349806,-87.66450967311361
CHICAGO KERNEL,151 E Randolph ST ,05/25/2016,1,41.884167454478025,-87.6226033725251
TACO FRESCO,151 E Randolph ST ,06/22/2016,0,41.884167454478025,-87.6226033725251
MILLENNIUM DOGS,151 E Randolph ST ,03/11/2015,1,41.884167454478025,-87.6226033725251
BROWN'S CHICKEN,151 E Randolph ST ,11/25/2013,1,41.884167454478025,-87.6226033725251
CHICAGO KERNEL,151 E Randolph ST ,10/11/2013,0,41.884167454478025,-87.6226033725251
CHI-TOWN PIZZA EXPRESS,151 E Randolph ST ,02/09/2011,0,41.884167454478025,-87.6226033725251
NETWORKS BAR/GRILL,151 E WACKER DR ,07/18/2013,0,41.887999887348535,-87.62256513255957
HYATT REGENCY CHICAGO-J'S DELI,151 E WACKER DR ,07/18/2011,1,41.887999887348535,-87.62256513255957
BAR MILLENIUM,151 N MICHIGAN AVE ,01/27/2010,2,41.88454011059238,-87.62430852246028
FLAVOR 180,1511 S STATE ST ,02/07/2014,1,41.86160396604375,-87.62713257931675
TAJ MAHAL,1512 W TAYLOR ST ,10/01/2010,3,41.869401584495904,-87.66467525709314
THE SALVATION ARMY,1515 W MONROE ST ,08/11/2014,2,41.88008566659281,-87.66505441566734
LA CUCHARA,1521-1523 W MADISON ST ,03/11/2016,2,41.881358155938905,-87.66533270769081
WHITE HEN PANTRY,1524 W TAYLOR ST ,06/23/2014,0,41.86939363940578,-87.66515238810635
7-ELEVEN,1524 W TAYLOR ST ,03/08/2013,1,41.86939363940578,-87.66515238810635
WHITE HEN PANTRY # 908309-5,1524 W TAYLOR ST ,03/06/2013,0,41.86939363940578,-87.66515238810635
South City Kitchen,1530 S STATE ST ,05/20/2014,0,41.861018239854175,-87.62741709999584
SOLO 1530,1530 S STATE ST ,05/12/2014,0,41.861018239854175,-87.62741709999584
JIMMY FIGS,160 N FRANKLIN ST ,06/22/2010,3,41.8848092897636,-87.63553583472796
ONE SIXTY BLUE,160 N LOOMIS ST ,08/16/2012,0,41.883991429504206,-87.66252518019941
ONE SIXTY BLUE,160 N LOOMIS ST ,08/16/2012,0,41.883991429504206,-87.66252518019941
"KANTI'S LIFESTYLES,  INC.",161 N CLARK ST ,09/18/2017,0,41.88477970462645,-87.63080066748627
CAPRI CHICAGO,162 N FRANKLIN ST ,11/20/2014,1,41.884872251854794,-87.63553721738893
EPPYS CAFE & DELI,162 N FRANKLIN ST ,05/10/2012,2,41.884872251854794,-87.63553721738893
JAMBA JUICE #343,166 N STATE ST ,09/30/2014,1,41.88502700349459,-87.62807020628055
JAMBA JUICE,166 N STATE ST ,05/16/2011,3,41.88502700349459,-87.62807020628055
JAMBA JUICE  #343,166 N STATE ST ,05/03/2011,0,41.88502700349459,-87.62807020628055
BA LE SANDWICHES #3,166 W WASHINGTON ST ,11/18/2013,4,41.88331714661759,-87.63291657190607
SUBWAY,166 W WASHINGTON ST ,12/11/2012,0,41.88331714661759,-87.63291657190607
FRESHII,17 E MONROE ST ,12/11/2015,1,41.88066457839605,-87.6270893644417
Palmer House Hilton,17 E MONROE ST ,12/05/2012,0,41.88066457839605,-87.6270893644417
LA BAMBA,17 S WABASH AVE ,03/14/2016,0,41.881631187326285,-87.62605242525507
G GYROS,17 S WABASH AVE ,07/08/2016,0,41.881631187326285,-87.62605242525507
POPEYES CHICKEN,17 S WABASH AVE ,08/19/2015,1,41.881631187326285,-87.62605242525507
FALAFEL EXPRESS,17 S WABASH AVE ,03/20/2013,2,41.881631187326285,-87.62605242525507
SUBWAY #23340,17 S WABASH AVE ,12/13/2013,0,41.881631187326285,-87.62605242525507
"CHICAGO BEEF, BURGER & DOGS",17 S WABASH AVE ,09/10/2013,0,41.881631187326285,-87.62605242525507
CITY SUB AND PIZZA,17 S WABASH AVE ,04/05/2013,0,41.881631187326285,-87.62605242525507
GOLD COAST DOGS,17 S WABASH AVE ,04/05/2013,0,41.881631187326285,-87.62605242525507
SUBWAY,17 S WABASH AVE ,04/05/2013,0,41.881631187326285,-87.62605242525507
CHEN'S CHINESES EXPRESS,17 S WABASH AVE ,09/20/2012,1,41.881631187326285,-87.62605242525507
TACO BURRITO ON WABASH,17 S WABASH AVE ,12/12/2011,1,41.881631187326285,-87.62605242525507
ZACATACOS,17 S WABASH AVE ,08/23/2010,1,41.881631187326285,-87.62605242525507
"CARLYN BERGHOFF CATERING, INC.",17 W ADAMS ST ,04/10/2013,3,41.87934193877045,-87.62841188861721
PERSONA WOOD FIRE PIZZERIA,170 W WASHINGTON ST ,07/07/2016,1,41.88331726083294,-87.63302428430002
RUBY OF SIAM,170 W WASHINGTON ST ,08/30/2012,3,41.88331726083294,-87.63302428430002
CURRIED,171 N WELLS ST ,11/18/2014,1,41.88513652775062,-87.63376649625414
W CHICAGO CITY CENTER,172 W ADAMS ST ,10/07/2011,1,41.87950365016199,-87.63296974156731
PERRY'S DELI,174 N FRANKLIN ST ,07/18/2014,3,41.88520685263137,-87.63554494448164
7-ELEVEN 33139,174 N MICHIGAN AVE ,11/04/2013,4,41.88510950107537,-87.6246294647287
STICKY FINGERS GOURMET POPCORN,174 N MICHIGAN AVE ,04/18/2011,2,41.88510950107537,-87.6246294647287
POAG MAHONE'S,175 W JACKSON BLVD ,05/22/2017,1,41.87801448724953,-87.63318903001444
JAFFA BAGEL,175 W JACKSON BLVD ,12/20/2017,0,41.87801448724953,-87.63318903001444
GATEWAY NEWSTAND,175 W JACKSON BLVD ,05/16/2017,0,41.87801448724953,-87.63318903001444
GATEWAY NEWSTANDS,175 W JACKSON BLVD ,05/04/2015,1,41.87801448724953,-87.63318903001444
GATEWAY NEWSTAND,175 W JACKSON BLVD ,01/09/2014,1,41.87801448724953,-87.63318903001444
JAFFA BAKERY,175 W JACKSON BLVD ,10/02/2013,0,41.87801448724953,-87.63318903001444
WOLVERINE TRADING LP,175 W JACKSON BLVD ,09/12/2012,1,41.87801448724953,-87.63318903001444
PIGGYBACK BBQ,176 N WELLS ST ,06/04/2015,2,41.88525273072066,-87.63406351616109
LEMON TREE EXPRESS,176 N WELLS ST ,02/14/2014,1,41.88525273072066,-87.63406351616109
TRIPLE I RESTAURANT,177 N STATE ST ,06/03/2011,2,41.88527795660976,-87.62778287517118
CHICK-FIL-A STATE & LAKE,177 N State ST ,08/21/2013,3,41.88527795660976,-87.62778287517118
JOHNNY ROCKETS,177 N State ST ,08/21/2013,0,41.88527795660976,-87.62778287517118
Halsted Street Deli,177 N State ST ,05/14/2013,0,41.88527795660976,-87.62778287517118
7-ELEVEN,177 N WELLS ST ,07/20/2012,1,41.8852571940536,-87.63376979601067
MAC KELLY'S GREEN & THINGS INC,177 N WELLS ST ,08/23/2010,2,41.8852571940536,-87.63376979601067
"LA COCINA MEXICAN GRILL, LLC",178 N FRANKLIN ST ,04/28/2014,3,41.8852892005056,-87.63554688963875
ASIAN CHAO & VILLA ITALIAN,18 W JACKSON BLVD ,11/08/2010,2,41.87828804642385,-87.62832520144138
III FORKS #425,180 N FIELD BLVD ,02/06/2013,4,41.88550434397597,-87.61755078072589
JENNY CRAIG WEIGHT LOSS CENTER,180 N LA SALLE ST ,10/13/2016,1,41.8854443881431,-87.63258213484622
JIMMY JOHN'S - LASALLE,180 N LA SALLE ST ,07/30/2015,1,41.8854443881431,-87.63258213484622
JIMMY JOHN'S - LASALLE,180 N LA SALLE ST ,12/08/2015,0,41.8854443881431,-87.63258213484622
GATEWAY NEWS STANDS,180 N LA SALLE ST ,10/09/2014,1,41.8854443881431,-87.63258213484622
GATEWAY NEWSTAND,180 N LA SALLE ST ,10/14/2010,1,41.8854443881431,-87.63258213484622
CAFFE ROM,180 N STETSON AVE ,11/30/2012,3,41.88536782145962,-87.62244720125689
ILLINOIS INSTITUTE OF ART INC,180 N WABASH AVE ,12/27/2010,5,41.885353703982936,-87.62641328540737
COOGAN'S RIVERSIDE SALOON,180 N WACKER DR ,09/22/2010,2,41.8852432326908,-87.63716479430107
TACO FRESCO,180 N WELLS ST ,06/20/2014,0,41.8853331971872,-87.63406570608454
ELEPHANT & CASTLE,185 N WABASH AVE ,09/27/2012,1,41.885431670610096,-87.626119285512
McDONALD'S STORE #4061,186 W ADAMS ST ,10/23/2017,0,41.87949996011278,-87.63335353982716
HAIFA CAFE,19 N WELLS ST ,10/26/2015,2,41.88244896914912,-87.6336971750498
HAIFA CAFE,19 N WELLS ST ,04/17/2012,0,41.88244896914912,-87.6336971750498
LASALLE MART INC.,19 S LA SALLE ST ,09/23/2011,3,41.88141900800828,-87.63220320776806
JACK'S CONVENIENCE,19 S LA SALLE ST ,09/03/2010,0,41.88141900800828,-87.63220320776806
STAR CANDY STORE,190 S LA SALLE ST ,05/13/2014,0,41.879430756163174,-87.63243936944029
MID CITY CARDS AND GIFTS,190 S LA SALLE ST ,12/09/2010,2,41.879430756163174,-87.63243936944029
RED ROBIN BURGER WORKS,190 W MADISON ST ,06/02/2016,1,41.88205759473728,-87.63353326572279
JAMBA JUICE,190 W MADISON ST ,02/25/2013,1,41.88205759473728,-87.63353326572279
JAMBA JUICE #628,190 W MADISON ST ,05/03/2011,0,41.88205759473728,-87.63353326572279
PARKSHORE MARKET LTD,195 N HARBOR DR ,05/08/2013,1,41.8861772805657,-87.61559960114916
TOPPERS PIZZA,2 E 8TH ST ,08/18/2016,1,41.87191721458857,-87.62749276097496
FROZEN FUSION,2 N RIVERSIDE PLZ ,06/11/2014,1,41.88197704758362,-87.63887583987513
NESTLE TOLLHOUSE,2 N RIVERSIDE PLZ ,11/06/2012,0,41.88197704758362,-87.63887583987513
ARAMARK @ JP Morgan Chase,2 S DEARBORN ST ,10/02/2013,0,41.88193145369926,-87.62954716233439
EL  FAMOUS  BURRITO,2 S PEORIA ST ,07/13/2010,4,41.88167134727921,-87.64984266457519
FONTANO  SUBS,20 E JACKSON BLVD ,08/24/2012,1,41.878334980526645,-87.62696157690942
MAXIM'S RESTAURANT INC,20 N CLARK ST ,08/20/2015,1,41.88243401155929,-87.63103701420854
